concept_id,publish,domain,variable_type,instance_type,audit_note
JH_ITEM_GOAL,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_HDWK,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_LIKE,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_MAKE,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_MIND,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_MYWAY,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_PRSNL,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_REGRD,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_WORK,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_NEEDS_HELP,FALSE,Psychosocial,process_admin,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Value labels not provided in source. This is an administration flag; data quality implications for item responses should be evaluated by analysts.
JH_TOTAL_SCORE,TRUE,Psychosocial,derived_score,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Scoring direction and range not documented in source. Limited source descriptions.
FRAMINGHAM_TYPE_A_B_SCORE,TRUE,Psychosocial,derived_score,single,Limited source descriptions; no scoring formula or range provided in variable descriptions.
TYPE_A_AMBITION_SATISFACTION,TRUE,Psychosocial,survey_response,single,
TYPE_A_BOSSY_DOMINATING,TRUE,Psychosocial,survey_response,single,
TYPE_A_CURRENT_ROLE,TRUE,Sociodemographic,survey_response,single,"Earlier exams (A, B) used separate indicator variables (e.g., A16WORKG, A16HOME, A16STDNT, A16UNEMP, A16OTHER) that were consolidated into a single encoded variable (G16ROLE) at Exam G. Cross-exam harmonization should be verified. Source descriptions appear partially corrupted for some varnames."
TYPE_A_CURRENT_ROLE_OTHER_TEXT,TRUE,Sociodemographic,survey_response,single,Source descriptions appear corrupted (single letters only); content inferred from variable name and context. Limited source descriptions.
TYPE_A_EAT_TOO_QUICKLY,TRUE,Psychosocial,survey_response,single,
TYPE_A_ENERGY_LIMIT,TRUE,Psychosocial,survey_response,single,
TYPE_A_EXAM_DATE_FORM16,FALSE,Administrative,process_admin,single,Source descriptions appear corrupted (single letters only). Classified as process/admin date; not published per guidelines.
TYPE_A_EXCEL_NEED,TRUE,Psychosocial,survey_response,single,
TYPE_A_FAIR_OPPORTUNITY,TRUE,Psychosocial,survey_response,single,
TYPE_A_FORM_HELP_REQUIRED,FALSE,Administrative,process_admin,single,Source descriptions appear corrupted (single letters only). Classified as process/admin; not published per guidelines.
TYPE_A_GENERAL_TIME_PRESSURE_END_OF_DAY,TRUE,Psychosocial,survey_response,single,
TYPE_A_HARD_DRIVING_COMPETITIVE,TRUE,Psychosocial,survey_response,single,
TYPE_A_HOUSEWORK_BIG_STRAIN,TRUE,Psychosocial,survey_response,single,Asked only at Exams A and G; not collected at Exam B.
TYPE_A_HOUSEWORK_DISSATISFACTION,TRUE,Psychosocial,survey_response,single,Asked only at Exams A and G; not collected at Exam B.
TYPE_A_HOUSEWORK_PRESSED_FOR_TIME,TRUE,Psychosocial,survey_response,single,Asked only at Exams A and G; not collected at Exam B.
TYPE_A_HOUSEWORK_THINK_ALL_DAY,TRUE,Psychosocial,survey_response,single,Asked only at Exams A and G; not collected at Exam B.
TYPE_A_INTERVIEWER_ID,FALSE,Administrative,identifier,single,Source descriptions appear corrupted (single letters only). Staff identifier; not published per guidelines.
TYPE_A_LIFE_SATISFACTION,TRUE,Psychosocial,survey_response,single,
TYPE_A_MISC_I,FALSE,Psychosocial,survey_response,single,Variable name is a single letter 'I'; source description is a single letter 'I'. Content cannot be determined. Recommend investigation before publishing.
TYPE_A_PRIMARY_OCCUPATION_TEXT,TRUE,Sociodemographic,survey_response,single,Source descriptions appear corrupted (single letters only); content inferred from value labels and context. Value labels match those of TYPE_A_CURRENT_ROLE � this variable may be the Exam B equivalent of the consolidated current-role variable and should be verified for redundancy with TYPE_A_CURRENT_ROLE.
TYPE_A_PRIMARY_ROLE_AT_FIRST_EXAM,TRUE,Sociodemographic,survey_response,single,Source descriptions appear corrupted (single letters only). Only one value label ('Working' = 1) is provided; full value set not confirmed. Limited source descriptions.
TYPE_A_PRIMARY_ROLE_AT_FIRST_EXAM_OTHER_TEXT,TRUE,Sociodemographic,survey_response,single,Source descriptions appear corrupted (single letters only); content inferred from variable name and context. Limited source descriptions.
TYPE_A_SAME_DATE_BP_TAKEN,FALSE,Administrative,process_admin,single,Source descriptions appear corrupted (single letters only). Only one value label provided (2 = 'Yes'). Administrative linkage variable; not published per guidelines.
TYPE_A_TIME_PRESSURE_GENERAL,TRUE,Psychosocial,survey_response,single,
TYPE_A_UNCERTAIN_PERFORMANCE,TRUE,Psychosocial,survey_response,single,Exam B description references uncertainty about work performance specifically; Exam G description broadens to daily activities. Minor cross-exam wording conflict noted.
TYPE_A_UPSET_WAITING,TRUE,Psychosocial,survey_response,single,"Value labels appear inconsistent: label '1' is 'No' but labels 2-4 are 'Fairly well', 'Somewhat', 'Not at all' rather than a yes/no continuation. This may be a coding error; recommend verification."
TYPE_A_WORK_AFTER_HOURS,TRUE,Psychosocial,survey_response,single,
ALCOHOL_DRUG_MORE_THAN_INTENDED_PAST_YEAR,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Value labels show only '1=No'; Yes category and any skip logic not documented.
ALCOHOL_DRUG_MORE_THAN_INTENDED_REFERENCE,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Only value label provided is '1=Alcohol'; additional categories not documented.
ALCOHOL_DRUG_NEED_TO_CUT_DOWN_PAST_YEAR,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Value labels show only '1=No'; Yes category and skip logic not documented.
ALCOHOL_DRUG_NEED_TO_CUT_DOWN_REFERENCE,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Only value label provided is '1=Alcohol'; additional categories not documented.
CBD_EVER_USED,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Value labels show only '1=No'; Yes category not documented.
CBD_TIMES_USED_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
COCAINE_INJECTED_EVER,TRUE,Substance Use,survey_response,single,
COCAINE_OTHER_DAYS_USED_PAST_30,TRUE,Substance Use,survey_response,single,
COCAINE_OTHER_EVER_USED,TRUE,Substance Use,survey_response,single,
COCAINE_OTHER_LIFETIME_TIMES,TRUE,Substance Use,survey_response,single,
COCAINE_USED_PAST_24H,TRUE,Substance Use,survey_response,single,
CRACK_DAYS_USED_PAST_30,TRUE,Substance Use,survey_response,single,Early exam descriptions refer to 'cocaine/crack' while later exam descriptions (Exam J) specify 'crack or cocaine'; construct appears consistent across exams.
CRACK_EVER_USED,TRUE,Substance Use,survey_response,single,Early exam descriptions refer to 'crack' only; Exam J description specifies 'cocaine or crack'. Wording may have broadened over time.
CRACK_LIFETIME_TIMES,TRUE,Substance Use,survey_response,single,Earlier exams describe this as crack only; Exam J description specifies 'crack or cocaine'.
CRACK_ROUTE_NEEDLE,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
CRACK_ROUTE_SMOKE,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
CRACK_ROUTE_SNORT,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
CRACK_ROUTE_SWALLOW,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
CRACK_USED_PAST_24H,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
EXAM_DATE_FORM17,FALSE,Administrative,process_admin,single,Exam/form administration date � flagged as process_admin per publish guidelines.
FORM_HELP_COMPLETION,FALSE,Administrative,process_admin,single,Limited source descriptions � variable descriptions are single characters only. Form administration metadata; not a clinical measurement.
HEROIN_EVER_USED,TRUE,Substance Use,survey_response,single,
HEROIN_INJECTED_EVER,TRUE,Substance Use,survey_response,single,One exam description contains a typo ('herion' instead of 'heroin').
HEROIN_LIFETIME_TIMES,TRUE,Substance Use,survey_response,single,
HEROIN_OPIATE_OTHER_TEXT,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
HEROIN_OPIATE_TYPE_DEMEROL,TRUE,Substance Use,survey_response,single,
HEROIN_OPIATE_TYPE_DILAUDID,TRUE,Substance Use,survey_response,single,
HEROIN_OPIATE_TYPE_HEROIN,TRUE,Substance Use,survey_response,single,
HEROIN_OPIATE_TYPE_MORPHINE,TRUE,Substance Use,survey_response,single,
HEROIN_OPIATE_TYPE_OTHER,TRUE,Substance Use,survey_response,single,
HEROIN_ROUTE_NEEDLE,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
HEROIN_ROUTE_SMOKE,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
HEROIN_ROUTE_SNORT,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
HEROIN_ROUTE_SWALLOW,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
HEROIN_TIMES_USED_PAST_30,TRUE,Substance Use,survey_response,single,Current concept_id and original label use 'times used' but the Exam J description reads 'consumed heroin how many DAYS over past 30'; label has been updated to 'days used' for consistency with the source wording.
HEROIN_USED_PAST_24H,TRUE,Substance Use,survey_response,single,
MARIJUANA_CONSUMPTION_EDIBLE_LIQUID_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
MARIJUANA_CONSUMPTION_OTHER_ROUTE_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
MARIJUANA_CONSUMPTION_SMOKABLE_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
MARIJUANA_CONSUMPTION_TOPICAL_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
MARIJUANA_CONSUMPTION_VAPORIZED_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
MARIJUANA_DAYS_USED_PAST_30,TRUE,Substance Use,survey_response,single,
MARIJUANA_EVER_USED,TRUE,Substance Use,survey_response,single,
MARIJUANA_JOINTS_PER_DAY,TRUE,Substance Use,survey_response,single,"Variable descriptions indicate a count ranging 0�10. Value labels show '1=No, 2=Yes' which are inconsistent with a count variable; this may reflect a data coding error or the labels may belong to a different variable. Verify before use."
MARIJUANA_LIFETIME_TIMES,TRUE,Substance Use,survey_response,single,
MARIJUANA_MEDICAL_USE_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Only value label provided is '1=Medical reasons only'; other response categories not documented.
MARIJUANA_USED_PAST_24H,TRUE,Substance Use,survey_response,single,
METHAMPHETAMINES_DAYS_USED_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
METHAMPHETAMINES_EVER_USED,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Value labels show only '1=No'; Yes category not documented.
METHAMPHETAMINES_LIFETIME_TIMES,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Only value label provided is '1=1 or 2 times'; remaining categories not documented but expected to follow the standard frequency scale used for other drugs in this form.
PRESCRIPTION_PAINMED_DAYS_USED_PAST_30,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
PRESCRIPTION_PAINMED_DEMEROL_NONMEDICAL,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
PRESCRIPTION_PAINMED_DILAUDID_NONMEDICAL,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
PRESCRIPTION_PAINMED_EVER_NONMEDICAL,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
PRESCRIPTION_PAINMED_FENTANYL_NONMEDICAL,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
PRESCRIPTION_PAINMED_HYDROCODONE_NONMEDICAL,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
PRESCRIPTION_PAINMED_LIFETIME_TIMES,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only. Only value label provided is '1=1 or 2 times'.
PRESCRIPTION_PAINMED_MORPHINE_NONMEDICAL,TRUE,Substance Use,survey_response,single,Limited source descriptions � variable descriptions are single characters only.
